name,city,rating,rating_count,cost,cuisine,city_cleaned
Kanti Sweets,"Geddalahalli,Bangalore",4.4,100,100,Desserts,Bangalore
Beijing Bites,"Geddalahalli,Bangalore",4.3,500,450,"Chinese,Thai",Bangalore
Cafe Coffee Day,"Geddalahalli,Bangalore",4.1,50,300,"Beverages,Snacks",Bangalore
THE CURRY - TASTE OF MADURAI,"Geddalahalli,Bangalore",4.3,100,500,"South Indian,Biryani",Bangalore
Momo N' Cafe,"Geddalahalli,Bangalore",4.0,100,300,"Chinese,North Indian",Bangalore
Red King Chilli,"Geddalahalli,Bangalore",4.3,50,350,"Chinese,Thai",Bangalore
Boscos,"Geddalahalli,Bangalore",4.1,100,180,"Kerala,South Indian",Bangalore
Onesta,"Geddalahalli,Bangalore",3.8,100,200,"Italian,Desserts",Bangalore
Andhra Gunpowder,"Geddalahalli,Bangalore",4.3,100,350,"Andhra,Biryani",Bangalore
Kuttanadan Restaurant,"Geddalahalli,Bangalore",3.5,100,200,"Kerala,South Indian",Bangalore
UDUPI UPACHAR,"Geddalahalli,Bangalore",4.2,1000,150,"Indian,Chinese",Bangalore
FB Cakes,"Geddalahalli,Bangalore",4.0,100,100,"Bakery,Sweets",Bangalore
MUMBAI 99 VARIETY DOSA AND PAV BHAJI,"Geddalahalli,Bangalore",4.1,50,300,"South Indian,Pastas",Bangalore
The Pork Point,"Geddalahalli,Bangalore",4.1,100,250,Indian,Bangalore
Baskin Robbins,"Geddalahalli,Bangalore",4.6,100,300,"Desserts,Ice Cream",Bangalore
AMBUR BIRYANI POINT,"Geddalahalli,Bangalore",4.2,100,300,Biryani,Bangalore
Kabab Plaza,"Geddalahalli,Bangalore",3.8,100,300,"North Indian,Arabian",Bangalore
SHEGAN BAR+KITCHEN,"Geddalahalli,Bangalore",4.1,50,900,"North Indian,Asian",Bangalore
CakeZone,"Geddalahalli,Bangalore",4.2,100,200,"Bakery,Desserts",Bangalore
McDonald's,"Geddalahalli,Bangalore",4.0,100,400,"Burgers,Beverages",Bangalore
LAIZON,"Geddalahalli,Bangalore",4.0,50,300,"Chinese,Thai",Bangalore
Subway,"Geddalahalli,Bangalore",4.2,100,350,"Salads,Snacks",Bangalore
Chaayos Chai+Snacks=Relax,"Geddalahalli,Bangalore",4.1,100,250,"Bakery,Beverages",Bangalore
Mast punjabi,"Geddalahalli,Bangalore",3.5,50,250,"Chinese,North Indian",Bangalore
Vardhas,"Geddalahalli,Bangalore",4.4,1000,275,"South Indian,North Indian",Bangalore
De Grand Restaurant,"Geddalahalli,Bangalore",4.0,1000,300,"Biryani,Mughlai",Bangalore
Abhinandana Gardenia,"Geddalahalli,Bangalore",3.6,100,399,"Andhra,Biryani",Bangalore
The Daily Bean,"Geddalahalli,Bangalore",4.4,50,500,American,Bangalore
Nati Mane Donne Biriyani,"Geddalahalli,Bangalore",4.0,100,300,Indian,Bangalore
Aattutheeram Kerala restaurant,"Geddalahalli,Bangalore",4.1,1000,250,"Kerala,Biryani",Bangalore
Goli Vada Pav No.1,"Geddalahalli,Bangalore",4.3,50,100,"Snacks,Maharashtrian",Bangalore
Wendy's,"Geddalahalli,Bangalore",3.9,100,200,"American,Burgers",Bangalore
Zaatar,"Geddalahalli,Bangalore",4.0,100,700,"Arabian,Biryani",Bangalore
Burger King,"Geddalahalli,Bangalore",4.2,100,350,American,Bangalore
Kolkata Famous Kati Rolls,"Geddalahalli,Bangalore",4.2,100,120,Indian,Bangalore
Sangam Sweets,"Geddalahalli,Bangalore",4.4,1000,100,"North Indian,Desserts",Bangalore
Byg Brewski Brewing Company,"Geddalahalli,Bangalore",4.4,1000,850,"Pizzas,Biryani",Bangalore
Easy Bites By Hotel Empire,"Geddalahalli,Bangalore",3.8,50,150,"Snacks,American",Bangalore
Hotel Empire,"Geddalahalli,Bangalore",4.1,1000,300,"North Indian,Kebabs",Bangalore
Yummkeralam,"Geddalahalli,Bangalore",4.4,100,450,"South Indian,Kerala",Bangalore
CAFE IFTAR,"Geddalahalli,Bangalore",4.1,100,200,"Seafood,North Indian",Bangalore
Happy Belly Restaurant,"Geddalahalli,Bangalore",4.2,100,450,"Chinese,Thai",Bangalore
Suruchi Veg,"Geddalahalli,Bangalore",4.3,50,150,"South Indian,North Indian",Bangalore
Bangalore Tiffins,"Geddalahalli,Bangalore",3.9,100,100,South Indian,Bangalore
The Dessert Heaven - Pure Veg,"Geddalahalli,Bangalore",4.4,50,200,"Bakery,Desserts",Bangalore
Pastas By Pizza Hut,"Koramangala,Bangalore",3.8,50,300,"Pastas,Pizzas",Bangalore
Pipabu,"Koramangala,Bangalore",4.1,100,250,"Pizzas,Italian",Bangalore
Biryani By Kilo,"Koramangala,Bangalore",4.2,500,500,"Biryani,Hyderabadi",Bangalore
EatFit,"Koramangala,Bangalore",4.3,1000,270,"Healthy Food,Pizzas",Bangalore
FreshMenu,"Koramangala,Bangalore",4.0,1000,250,"Chinese,Continental",Bangalore
Nando's,"Koramangala,Bangalore",4.2,100,450,"Portuguese,African",Bangalore
Chianti,"Koramangala,Bangalore",4.0,100,1250,"Italian,Pizzas",Bangalore
Zeugar Sugar Free,"Koramangala,Bangalore",4.4,50,199,"Healthy Food,Desserts",Bangalore
Chaatimes,"Koramangala,Bangalore",3.7,50,150,"Chaat,Beverages",Bangalore
Giani Ice Cream,"Koramangala,Bangalore",4.2,50,300,"Ice Cream,Desserts",Bangalore
DYU ART CAFE,"Koramangala,Bangalore",4.2,100,400,"Italian,Continental",Bangalore
McDonald's Gourmet Burger Collection,"Koramangala,Bangalore",4.3,50,600,"Burgers,Beverages",Bangalore
The Burger Craft,"Koramangala,Bangalore",4.3,50,600,Continental,Bangalore
Sichuan,"Koramangala,Bangalore",4.2,100,500,Chinese,Bangalore
Kitchens of China,"Koramangala,Bangalore",4.1,50,450,"Chinese,Combo",Bangalore
Oh My Shawarma,"Koramangala,Bangalore",4.3,100,300,"Fast Food,Beverages",Bangalore
Garden Asia,"Koramangala,Bangalore",4.0,50,500,Chinese,Bangalore
Sendhoor coffee,"Koramangala,Bangalore",4.4,100,200,"Beverages,South Indian",Bangalore
Malabar Cafe,"Koramangala,Bangalore",3.4,100,349,"Kerala,South Indian",Bangalore
Art of Delight,"Koramangala,Bangalore",4.3,100,300,"Desserts,Ice Cream",Bangalore
Momo Zone - The Momo Company,"Koramangala,Bangalore",4.0,100,150,"Chinese,Tibetan",Bangalore
Ludos Pizza,"Koramangala,Bangalore",4.1,100,300,Pizzas,Bangalore
Aalishan Restaurant & Caterer,"Koramangala,Bangalore",4.0,100,290,"Mughlai,North Indian",Bangalore
Pathaan Sir,"Koramangala,Bangalore",3.9,100,200,North Indian,Bangalore
Sukh Sagar,"Koramangala,Bangalore",4.3,1000,400,South Indian,Bangalore
Cream Stone Ice Cream,"Koramangala,Bangalore",4.0,100,250,"Ice Cream,Desserts",Bangalore
Biryani Hotel,"Koramangala,Bangalore",2.9,50,150,"Biryani,Indian",Bangalore
Drunken Monkey,"Koramangala,Bangalore",3.2,50,300,"Healthy Food,Beverages",Bangalore
Gopaljee Cafe,"Koramangala,Bangalore",4.2,100,350,"Indian,North Indian",Bangalore
NOTO Healthy Ice Cream,"Koramangala,Bangalore",4.3,100,250,Ice Cream,Bangalore
Khawa Karpo,"Koramangala,Bangalore",4.5,500,178,Chinese,Bangalore
Lazeez,"Koramangala,Bangalore",4.3,500,500,"North Indian,Mughlai",Bangalore
ITC Sunfeast Baked Creations,"Koramangala,Bangalore",4.6,100,600,"Bakery,Desserts",Bangalore
ITC Master Chef Creations,"Koramangala,Bangalore",4.4,100,650,"North Indian,Biryani",Bangalore
Miami Waffles & Jawbreakers,"Koramangala,Bangalore",4.3,50,200,"Waffle,Desserts",Bangalore
The Baker's Dozen,"Koramangala,Bangalore",4.3,50,300,"Bakery,Desserts",Bangalore
Tharavadu,"Koramangala,Bangalore",3.6,100,300,"Kerala,Seafood",Bangalore
SMOOR,"Koramangala,Bangalore",4.3,100,350,"Desserts,Ice Cream",Bangalore
Hari Super Sandwich,"Koramangala,Bangalore",4.3,100,300,"Fast Food,Snacks",Bangalore
MTR,"Koramangala,Bangalore",4.3,1000,300,South Indian,Bangalore
Maa Di Hatti,"Koramangala,Bangalore",3.8,1000,150,"North Indian,Punjabi",Bangalore
Soul Rasa,"Koramangala,Bangalore",4.4,1000,500,"Indian,Healthy Food",Bangalore
Burger It Up,"Koramangala,Bangalore",4.2,50,150,"American,Fast Food",Bangalore
154 Breakfast Club,"Koramangala,Bangalore",4.4,100,1000,"Continental,American",Bangalore
RNR Biryani - Taste of 1953,"Koramangala,Bangalore",4.2,500,350,"Biryani,South Indian",Bangalore
Goodness Grills,"Koramangala,Bangalore",4.0,100,350,"Healthy Food,Continental",Bangalore
Home Plate by EatFit,"Koramangala,Bangalore",4.1,100,160,"North Indian,Home Food",Bangalore
Potful - Claypot Biryanis,"Koramangala,Bangalore",4.2,100,350,"Biryani,Kebabs",Bangalore
Taiki,"Koramangala,Bangalore",4.0,100,1000,"Pan-Asian,Japanese",Bangalore
Hot Momo Darjeeling Style,"Koramangala,Bangalore",4.2,100,250,Chinese,Bangalore
McDonald's,"Koramangala,Bangalore",4.3,1000,400,"Burgers,Beverages",Bangalore
Chaat Street Express,"Koramangala,Bangalore",4.0,100,150,"Snacks,Chaat",Bangalore
Chinese Wok (Wok Express),"Koramangala,Bangalore",3.8,500,250,"Chinese,Asian",Bangalore
Domino's Pizza,"Koramangala,Bangalore",4.3,500,400,Pizzas,Bangalore
Sharief Bhai,"Koramangala,Bangalore",4.0,1000,400,"Biryani,North Indian",Bangalore
Lassi  Shop,"Koramangala,Bangalore",4.0,100,200,"Beverages,Snacks",Bangalore
Leon Grill,"Koramangala,Bangalore",4.4,1000,300,"American,Snacks",Bangalore
The Licious Kitchen,"Koramangala,Bangalore",4.0,100,350,"Kebabs,Snacks",Bangalore
Mainland China,"Koramangala,Bangalore",4.0,50,650,"Chinese,Asian",Bangalore
Wheat Barn,"Koramangala,Bangalore",4.2,100,450,"Pizzas,Desserts",Bangalore
Hotel Empire,"Koramangala,Bangalore",4.0,1000,450,"North Indian,Kebabs",Bangalore
Dindigul Thalappakatti,"Koramangala,Bangalore",4.0,100,600,"Biryani,Barbecue",Bangalore
XO Belgian Waffle,"Koramangala,Bangalore",4.3,100,250,Desserts,Bangalore
Chai Point,"Koramangala,Bangalore",4.4,500,150,"Bakery,Beverages",Bangalore
Bamey's Restro Cafe,"Koramangala,Bangalore",4.5,100,400,"Chinese,Thai",Bangalore
Chuckling Chinese,"Koramangala,Bangalore",4.1,100,300,Chinese,Bangalore
Krispy Kreme,"Koramangala,Bangalore",4.5,100,170,"Desserts,Beverages",Bangalore
Aubree,"Koramangala,Bangalore",4.1,100,700,"Desserts,Bakery",Bangalore
Keventers - Milkshakes and Desserts,"Koramangala,Bangalore",4.2,100,300,"Beverages,Ice Cream",Bangalore
Simply South by YummyEats,"Koramangala,Bangalore",3.5,100,250,"Biryani,Indian",Bangalore
Thottathil Restaurant,"Koramangala,Bangalore",3.8,100,200,South Indian,Bangalore
CHEESECAKE AND CO,"Koramangala,Bangalore",4.6,50,250,Bakery,Bangalore
Chickpet donne biriyani house,"Koramangala,Bangalore",4.0,500,250,Biryani,Bangalore
Nadan Pothichoru,"Koramangala,Bangalore",3.7,100,200,"South Indian,Kerala",Bangalore
Wakka Makka Chinese,"Koramangala,Bangalore",3.9,50,250,"Tibetan,Chinese",Bangalore
Brownie Heaven,"Koramangala,Bangalore",4.4,50,350,Desserts,Bangalore
Tandoor Hut,"Koramangala,Bangalore",4.3,100,300,"Biryani,Chinese",Bangalore
Anand Sweets and Savouries,"Koramangala,Bangalore",4.4,1000,300,"Sweets,Snacks",Bangalore
Anjappar,"Koramangala,Bangalore",3.9,500,600,"Chettinad,Thalis",Bangalore
Royal Calcutta Restaurant,"Koramangala,Bangalore",3.8,100,178,"Bengali,Chinese",Bangalore
Blue Tokai Coffee Roasters,"Koramangala,Bangalore",4.4,100,800,"Healthy Food,Pastas",Bangalore
Salad Matters,"Koramangala,Bangalore",4.4,100,550,"Salads,Healthy Food",Bangalore
Shakeshack,"Koramangala,Bangalore",4.2,100,400,"Bakery,Desserts",Bangalore
Tunday Kababi,"Koramangala,Bangalore",4.0,100,300,"Mughlai,Lucknowi",Bangalore
Ninhao Asian Kitchen,"Koramangala,Bangalore",4.1,100,300,"Pan-Asian,Chinese",Bangalore
Truffles,"Koramangala,Bangalore",4.4,5000,450,"American,Continental",Bangalore
Tibetan Mother's Kitchen,"Koramangala,Bangalore",4.3,100,250,"Chinese,Tibetan",Bangalore
Delhi Food Point,"Koramangala,Bangalore",3.8,100,250,North Indian,Bangalore
Via Milano,"Koramangala,Bangalore",3.9,50,800,"Italian,Pizzas",Bangalore
Meghana Foods,"Koramangala,Bangalore",4.3,5000,500,"Biryani,Andhra",Bangalore
Singh Da Punjabi Dhaba,"Koramangala,Bangalore",3.8,100,200,"Punjabi,Tandoor",Bangalore
Prezzed Juicery,"Koramangala,Bangalore",4.5,100,250,"Juices,Healthy Food",Bangalore
The Hole in the Wall Cafe,"Koramangala,Bangalore",4.3,500,257,American,Bangalore
Uday Sweets,"Koramangala,Bangalore",4.1,100,100,Rajasthani,Bangalore
Mom's magic cafe,"Koramangala,Bangalore",3.8,50,150,"Fast Food,South Indian",Bangalore
The Betel Leaf Co.,"Koramangala,Bangalore",4.6,100,200,"Paan,Desserts",Bangalore
Anupam's Coast II Coast,"Koramangala,Bangalore",4.2,100,1000,"North Indian,Chinese",Bangalore
China Pearl,"Koramangala,Bangalore",4.5,500,1100,"Chinese,Asian",Bangalore
Bob's Bar,"Koramangala,Bangalore",4.3,100,300,"South Indian,North Indian",Bangalore
Kabali Biryani,"Koramangala,Bangalore",4.1,50,250,"Biryani,Combo",Bangalore
UBQ by Barbeque Nation,"Koramangala,Bangalore",3.8,100,300,"North Indian,Barbecue",Bangalore
Kaati Zone Rolls & Wraps,"Koramangala,Bangalore",4.1,100,150,"Fast Food,Beverages",Bangalore
NH1 Bowls - Highway To North,"Koramangala,Bangalore",4.5,50,250,"North Indian,Punjabi",Bangalore
Paratha Plaza,"Koramangala,Bangalore",4.4,100,250,North Indian,Bangalore
Momo Rice Noodles,"Koramangala,Bangalore",4.0,100,350,"Chinese,Thai",Bangalore
Baskin Robbins,"Koramangala,Bangalore",4.4,100,250,Desserts,Bangalore
Habibi Falafel,"Koramangala,Bangalore",4.2,100,250,"Mediterranean,Lebanese",Bangalore
Cupcake Noggins - Vintage Patisserie,"Koramangala,Bangalore",4.2,50,150,"Desserts,British",Bangalore
Punjabi Unplugged,"Koramangala,Bangalore",3.9,100,300,"North Indian,Chinese",Bangalore
Bakingo,"Koramangala,Bangalore",4.3,100,300,"Bakery,Desserts",Bangalore
BOSS Burger,"Koramangala,Bangalore",4.1,100,500,"American,Continental",Bangalore
Donne Biryani House,"Koramangala,Bangalore",3.9,500,130,Biryani,Bangalore
Chinita Real Mexican Food,"Koramangala,Bangalore",4.3,100,1000,Mexican,Bangalore
Mani's Dum Biryani,"Koramangala,Bangalore",4.2,1000,400,"Andhra,Biryani",Bangalore
Tenzin Kitchen,"Koramangala,Bangalore",4.3,500,400,"Asian,Chinese",Bangalore
Samosa Party,"Koramangala,Bangalore",4.2,100,100,"Chaat,North Indian",Bangalore
Hatti Kaapi - Coffee and more,"Koramangala,Bangalore",4.1,100,150,"Beverages,South Indian",Bangalore
Bao to me,"Koramangala,Bangalore",4.8,50,250,"Chinese,Japanese",Bangalore
Elixir - Luxury Pearls Drink,"Koramangala,Bangalore",4.1,100,500,"Beverages,Ice Cream",Bangalore
The Grub Hub,"Koramangala,Bangalore",3.8,50,300,"Continental,American",Bangalore
Bistro Oui,"Koramangala,Bangalore",3.9,100,800,Continental,Bangalore
Bearfoot Bistro,"Koramangala,Bangalore",4.5,50,300,"Pizzas,Continental",Bangalore
Call Me Chow,"Koramangala,Bangalore",4.3,1000,400,"Chinese,Pan-Asian",Bangalore
Ibaco,"Koramangala,Bangalore",4.6,100,800,Desserts,Bangalore
Chung Wah,"Koramangala,Bangalore",4.0,100,800,Chinese,Bangalore
Mad Momos,"Koramangala,Bangalore",3.9,100,250,"Chinese,Tibetan",Bangalore
What'sinaPita,"Koramangala,Bangalore",4.2,500,171,"Middle Eastern,Mediterranean",Bangalore
Starbucks Coffee,"Koramangala,Bangalore",4.2,100,400,Beverages,Bangalore
Rice Bowl,"Koramangala,Bangalore",4.4,50,300,"North Indian,South Indian",Bangalore
NARMADA Chain of Restaurants,"Koramangala,Bangalore",4.5,500,500,"Biryani,Andhra",Bangalore
Onesta,"Koramangala,Bangalore",4.0,500,200,"Italian,Desserts",Bangalore
Apsara Ice Creams,"Koramangala,Bangalore",4.5,100,150,"Ice Cream,Desserts",Bangalore
La Fresca Pasta,"Koramangala,Bangalore",4.1,50,600,"Italian,Pastas",Bangalore
Easy Bites by Hotel Empire,"Koramangala,Bangalore",3.4,100,200,"Snacks,Fast Food",Bangalore
Royal Treat,"Koramangala,Bangalore",4.1,500,193,"Biryani,Mughlai",Bangalore
Craft of Biryani,"Koramangala,Bangalore",4.2,100,500,"North Indian,Biryani",Bangalore
CakeZone,"Koramangala,Bangalore",4.3,100,200,"Desserts,Bakery",Bangalore
California Burrito,"Koramangala,Bangalore",4.5,1000,250,"Mexican,American",Bangalore
SLAY Coffee Bar,"Koramangala,Bangalore",4.6,100,200,"Beverages,Desserts",Bangalore
Cupcake Bliss Cakes & Desserts,"Koramangala,Bangalore",4.1,50,200,"Bakery,Desserts",Bangalore
Aligarh House by EatFit,"Koramangala,Bangalore",4.0,100,400,"Biryani,Mughlai",Bangalore
Theobroma,"Koramangala,Bangalore",4.4,500,450,"Desserts,Bakery",Bangalore
Sultan Rolls & Sandwiches,"Koramangala,Bangalore",3.7,100,150,"Snacks,Chinese",Bangalore
Juice Shop,"Koramangala,Bangalore",3.3,100,150,"Juices,Beverages",Bangalore
NAATI CAFE,"Koramangala,Bangalore",4.3,50,300,"Biryani,Kebabs",Bangalore
Green Dot Pizza,"Koramangala,Bangalore",3.9,50,300,"Pizzas,Italian",Bangalore
Just Shawarma,"Koramangala,Bangalore",3.9,100,250,Fast Food,Bangalore
Bengali Dhekur,"Koramangala,Bangalore",4.0,100,600,"Bengali,Biryani",Bangalore
Bathinda Junction,"Koramangala,Bangalore",4.0,100,250,North Indian,Bangalore
WarmOven Cakes & Desserts,"Koramangala,Bangalore",4.2,500,200,"Bakery,Desserts",Bangalore
Poha point,"Koramangala,Bangalore",4.3,100,90,Snacks,Bangalore
Indiana Burgers,"Koramangala,Bangalore",4.3,100,150,"American,Fast Food",Bangalore
Nandhana Palace,"Koramangala,Bangalore",4.0,1000,500,"Biryani,Andhra",Bangalore
The Dessert Zone,"Koramangala,Bangalore",4.0,50,200,"Bakery,Desserts",Bangalore
Dhaba Estd 1986 Delhi,"Koramangala,Bangalore",4.0,100,900,"North Indian,Kebabs",Bangalore
AL-BEK,"Koramangala,Bangalore",3.6,100,400,"Tandoor,Mughlai",Bangalore
Biergarten Brewery & Kitchen,"Koramangala,Bangalore",4.0,50,750,"Continental,Pizzas",Bangalore
The Reservoire,"Koramangala,Bangalore",4.4,100,300,"Chinese,North Indian",Bangalore
Sangam Sweets,"Koramangala,Bangalore",4.6,100,100,"North Indian,Desserts",Bangalore
GOPIZZA,"Koramangala,Bangalore",4.1,100,200,Pizzas,Bangalore
Sultans of Spice,"Koramangala,Bangalore",4.4,100,599,"North Indian,Chinese",Bangalore
Goli Vada Pav No .1,"Koramangala,Bangalore",4.0,50,100,"Maharashtrian,North Indian",Bangalore
Madeena Hotel,"Koramangala,Bangalore",4.1,1000,250,"Biryani,Mughlai",Bangalore
CHINESE KITCHEN,"Koramangala,Bangalore",3.6,100,300,"Chinese,Indian",Bangalore
Sri srinivasa pork hotel,"Koramangala,Bangalore",3.0,50,150,Indian,Bangalore
Punjabi Nawabi,"Koramangala,Bangalore",3.7,500,350,"Chinese,North Indian",Bangalore
Sagar fast food,"Koramangala,Bangalore",4.4,500,200,"Chinese,South Indian",Bangalore
Sardarji Londonwaley,"Koramangala,Bangalore",3.8,1000,350,"Indian,North Indian",Bangalore
Amma's Pastries,"Koramangala,Bangalore",3.9,50,350,"Bakery,Desserts",Bangalore
Chai Nagri,"Koramangala,Bangalore",3.8,50,300,"Snacks,Beverages",Bangalore
Saapaad,"Koramangala,Bangalore",3.6,500,200,South Indian,Bangalore
Kairali,"Koramangala,Bangalore",4.3,100,300,Kerala,Bangalore
Cafe Coffee Day,"Koramangala,Bangalore",4.7,100,300,"Beverages,Snacks",Bangalore
Tarbouche,"Koramangala,Bangalore",3.4,100,500,"Arabian,Lebanese",Bangalore
Northwest Kebab & Curryhouse,"Koramangala,Bangalore",3.7,50,500,"Indian,North Indian",Bangalore
Grow Fit,"Koramangala,Bangalore",4.4,100,350,"Healthy Food,Keto",Bangalore
Burger King,"Koramangala,Bangalore",4.2,1000,350,American,Bangalore
Paratha Box by EatFit,"Koramangala,Bangalore",3.9,50,250,"North Indian,Punjabi",Bangalore
Kwality Walls Frozen Dessert and Ice Cream Shop,"Koramangala,Bangalore",4.3,50,300,Ice Cream,Bangalore
Big Bowl Company,"Koramangala,Bangalore",3.8,100,250,"North Indian,Chinese",Bangalore
Heaven in a Jar,"Koramangala,Bangalore",4.2,50,300,"Bakery,Desserts",Bangalore
The Bowl Company,"Koramangala,Bangalore",4.4,1000,300,"Continental,North Indian",Bangalore
Smokey Tribe,"Koramangala,Bangalore",4.1,50,700,"Naga,Continental",Bangalore
Mandya Gowdru Donne Biryani,"Koramangala,Bangalore",4.1,100,250,"Biryani,Chettinad",Bangalore
Mane holige,"Koramangala,Bangalore",4.4,100,100,"Sweets,Indian",Bangalore
Madras Meal Company,"Koramangala,Bangalore",4.1,50,250,"Chettinad,South Indian",Bangalore
Hotel Savitha Family Restaurant,"Koramangala,Bangalore",4.0,1000,150,"North Indian,South Indian",Bangalore
Krishna Food Centre,"Koramangala,Bangalore",4.5,100,250,North Indian,Bangalore
Dalma,"Koramangala,Bangalore",4.1,100,197,"Oriya,Seafood",Bangalore
Gam's Delicacy,"Koramangala,Bangalore",4.4,100,800,"North Indian,Chinese",Bangalore
North Indian Bhukkads - NIB,"Koramangala,Bangalore",3.7,50,500,"North Indian,Tandoor",Bangalore
ARAMANE DONNE BIRIYANI,"Koramangala,Bangalore",4.3,100,300,Indian,Bangalore
Andhra Gunpowder,"Koramangala,Bangalore",4.1,500,350,"Andhra,Biryani",Bangalore
Subway,"Koramangala,Bangalore",3.7,100,350,"Salads,Snacks",Bangalore
Helloo Delhi,"Koramangala,Bangalore",4.3,100,336,North Indian,Bangalore
Kebapci,"Koramangala,Bangalore",4.3,100,600,"Turkish,Middle Eastern",Bangalore
Istah Shawarma,"Koramangala,Bangalore",4.4,500,250,"Arabian,Lebanese",Bangalore
Candy Cloud Factory,"Koramangala,Bangalore",3.8,50,200,"Beverages,Ice Cream",Bangalore
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Koramangala,Bangalore",4.1,100,250,"Beverages,Desserts",Bangalore
Shaikh's lazeez darbar,"Koramangala,Bangalore",3.7,50,250,Hyderabadi,Bangalore
The Coorg Food Co.,"Koramangala,Bangalore",4.1,100,750,South Indian,Bangalore
La Pino'z Pizza,"Koramangala,Bangalore",4.0,1000,251,Italian,Bangalore
Cafe Terra,"Koramangala,Bangalore",4.2,50,245,Continental,Bangalore
Al Taza,"Koramangala,Bangalore",4.5,100,300,"Arabian,Lebanese",Bangalore
Biryani Trip,"Koramangala,Bangalore",3.8,50,400,"Biryani,Hyderabadi",Bangalore
Imperial Restaurant,"Koramangala,Bangalore",4.1,500,400,"Tandoor,Biryani",Bangalore
Paratha Envy,"Koramangala,Bangalore",4.2,100,249,North Indian,Bangalore
Great Indian Khichdi by EatFit,"Koramangala,Bangalore",4.4,100,200,"Home Food,Indian",Bangalore
Smoodies & Juices: Yours Fruitfully,"Koramangala,Bangalore",4.3,50,140,"Snacks,Healthy Food",Bangalore
Bite Me Cupcakes,"Koramangala,Bangalore",3.9,100,150,"Bakery,Desserts",Bangalore
Lot Like Crepes,"Koramangala,Bangalore",4.5,50,600,"Desserts,Continental",Bangalore
homely,"Koramangala,Bangalore",4.4,1000,200,"Home Food,North Indian",Bangalore
Chaayos Chai+Snacks=Relax,"Koramangala,Bangalore",4.4,1000,250,"Bakery,Beverages",Bangalore
The Doner Company,"Koramangala,Bangalore",4.2,100,300,"Turkish,Middle Eastern",Bangalore
KFC,"Koramangala,Bangalore",3.8,500,400,"American,Snacks",Bangalore
Black Kitchen,"Koramangala,Bangalore",4.2,50,200,"Kerala,Indian",Bangalore
Biryani Blues,"Koramangala,Bangalore",4.2,100,400,"Biryani,Hyderabadi",Bangalore
Pasta Street,"Koramangala,Bangalore",4.2,100,900,"Italian,Pizzas",Bangalore
Khan Saheb Grills and Rolls,"Koramangala,Bangalore",3.9,100,300,"Tandoor,Mughlai",Bangalore
Corner House Ice Cream,"Koramangala,Bangalore",4.6,500,250,"Ice Cream,Desserts",Bangalore
"No Sugar Please, Sweets & Juices","Koramangala,Bangalore",4.5,100,299,"Beverages,Keto",Bangalore
Malabar Bay,"Koramangala,Bangalore",3.7,500,300,"Kerala,Seafood",Bangalore
Maalgaadi by Dhaba Estd 1986 Delhi,"Koramangala,Bangalore",4.0,500,300,"North Indian,Indian",Bangalore
