name,city,rating,rating_count,cost,cuisine,city_cleaned
Honest,Udaipur,4.0,100,400,"North Indian,South Indian",Udaipur
HSV Fast Food And Cafe',Udaipur,3.5,100,250,"Continental,Beverages",Udaipur
Bholenath Lakecity Restaurant,Udaipur,3.7,500,200,"North Indian,Biryani",Udaipur
Bhairav Bhojnalaya,Udaipur,4.1,100,350,North Indian,Udaipur
Behrouz Biryani,Udaipur,4.2,100,500,"Biryani,Mughlai",Udaipur
Paradise Restaurant,Udaipur,3.2,50,200,"North Indian,Snacks",Udaipur
Schezwan Express,Udaipur,4.1,100,300,Chinese,Udaipur
Shiv shakti chinese fast food,Udaipur,3.5,1000,300,"North Indian,Chinese",Udaipur
SARDAR G MALAI CHAAP JUNCTION,Udaipur,4.2,100,300,"Punjabi,Tandoor",Udaipur
The Egg World Restaurant,Udaipur,4.2,100,200,North Indian,Udaipur
Madrasi dosa center,Udaipur,3.9,100,200,"Fast Food,South Indian",Udaipur
Bawarchi fast food and Restaurant,Udaipur,4.3,500,350,"North Indian,Chinese",Udaipur
Social Kitchen,Udaipur,3.7,100,200,"Indian,Chinese",Udaipur
AMRITSARI PUNJABI DHABA 2,Udaipur,3.4,100,200,"Punjabi,North Indian",Udaipur
Mr. Sandwich,Udaipur,4.0,1000,200,"Pizzas,Ice Cream",Udaipur
Punjabi Laziz,Udaipur,4.0,500,200,"North Indian,Chinese",Udaipur
Oven Story Pizza,Udaipur,3.6,50,400,"Pizzas,Italian",Udaipur
Mini Meals,Udaipur,3.9,100,200,North Indian,Udaipur
Hungry Hope,Udaipur,4.1,50,250,"Beverages,Fast Food",Udaipur
TMT-The Meal Time,Udaipur,4.0,100,200,"North Indian,Thalis",Udaipur
Le Cakery,Udaipur,4.3,100,350,North Indian,Udaipur
Faasos - Wraps & Rolls,Udaipur,3.9,100,200,"Fast Food,Snacks",Udaipur
Kabab E Hayat,Udaipur,3.5,50,600,North Indian,Udaipur
ALFIYA RESTAURANT,Udaipur,4.2,50,300,"Tandoor,Chinese",Udaipur
Shawarma king,Udaipur,3.6,1000,200,"North Indian,Tandoor",Udaipur
Rominus Pizza & Burger,Udaipur,4.6,50,300,"Pizzas,Fast Food",Udaipur
NIC Natural Ice Creams,Udaipur,4.5,500,120,"Ice Cream,Desserts",Udaipur
Rominus Pizza & Burger,Udaipur,4.7,50,300,"Italian-American,Snacks",Udaipur
Angeera A Unit of Dil Punjabi Dhaba,Udaipur,3.7,500,250,"North Indian,Rajasthani",Udaipur
Meera Restaurant,Udaipur,4.3,100,350,North Indian,Udaipur
Platterzz,Udaipur,4.3,50,450,"Pizzas,Continental",Udaipur
Pick And Move,Udaipur,3.8,500,400,North Indian,Udaipur
Pizza Hut,Udaipur,3.6,50,350,Pizzas,Udaipur
Go Pure Natural Ice Creams,Udaipur,4.4,100,200,"Ice Cream,Desserts",Udaipur
Domino's Pizza,Udaipur,4.1,100,400,Pizzas,Udaipur
KFC,Udaipur,3.8,100,400,"American,Snacks",Udaipur
Daya Restaurant (Delhi Gate),Udaipur,4.0,100,300,North Indian,Udaipur
Keventers - Milkshakes and Desserts,Udaipur,3.8,100,300,"Beverages,Ice Cream",Udaipur
Green Chilly,Udaipur,4.0,100,200,"North Indian,Chinese",Udaipur
Kailash Parbat,Udaipur,4.1,100,250,North Indian,Udaipur
Little Italy,Udaipur,3.9,50,850,"Pizzas,Salads",Udaipur
Maharaja Dining Hall,Udaipur,3.7,500,100,North Indian,Udaipur
Punjabi Bites,Udaipur,4.2,100,300,"Indian,Chinese",Udaipur
Punjab Di Mehak,Udaipur,3.5,50,200,Indian,Udaipur
Pandit Pav Bhaji And Fast Food,Udaipur,4.0,100,250,Continental,Udaipur
UBQ by Barbeque Nation,Udaipur,3.9,100,300,"North Indian,Barbecue",Udaipur
Barbeque Nation,Udaipur,4.0,50,600,"North Indian,Barbecue",Udaipur
Hotel Rehmaniya,Udaipur,3.9,50,350,"North Indian,Chinese",Udaipur
Treet 2 Eat,Udaipur,3.5,100,200,"North Indian,Chinese",Udaipur
Marky Momos Udaipur,Udaipur,3.4,100,300,Chinese,Udaipur
Bal Bal to,Udaipur,3.3,100,400,"Indian,Chinese",Udaipur
Kebabs & Curries Company,Udaipur,4.3,100,500,"North Indian,Mughlai",Udaipur
Nik 94 Bakery & Patisserie,Udaipur,4.0,50,300,"Continental,Desserts",Udaipur
Arogya juices,Udaipur,3.5,50,200,"Juices,Snacks",Udaipur
Park view heights,Udaipur,4.1,100,300,North Indian,Udaipur
Coffee Culture,Udaipur,3.6,50,350,"Pizzas,Pastas",Udaipur
Jai Bhawani Vada Pav,Udaipur,3.7,100,200,"Fast Food,Continental",Udaipur
Purohit Cafe,Udaipur,4.3,100,300,South Indian,Udaipur
Ashoka Bakery,Udaipur,3.8,100,300,North Indian,Udaipur
Grameen Kulfi,Udaipur,4.5,50,120,"Ice Cream,Desserts",Udaipur
The Belgian Waffle Co.,Udaipur,4.4,100,200,"Desserts,Beverages",Udaipur
Mr sandwich (Cafe & Restaurant),Udaipur,3.8,100,300,"Continental,Beverages",Udaipur
Rangla Punjab,Udaipur,3.6,100,200,"North Indian,Chinese",Udaipur
U & Me,Udaipur,3.1,50,250,North Indian,Udaipur
Mumal Chicken Corner,Udaipur,4.6,50,200,"North Indian,Indian",Udaipur
Punjabi Laziz (2nd Branch),Udaipur,3.8,50,200,"North Indian,Thalis",Udaipur
Yummy Yoga,Udaipur,4.2,100,300,North Indian,Udaipur
Dehli Live Kitchen,Udaipur,4.2,100,200,"North Indian,Chinese",Udaipur
The cake wala,Udaipur,3.8,100,300,Bakery,Udaipur
Veer Ji Da Dhaba,Udaipur,4.0,50,200,"North Indian,Punjabi",Udaipur
Paaji Ki Rasoi,Udaipur,3.8,100,200,"Indian,North Indian",Udaipur
Exotic Mandii,Udaipur,4.3,100,400,North Indian,Udaipur
Mr sandwich (Sec.5),Udaipur,3.9,50,300,"Continental,Beverages",Udaipur
Pick N Pay,Udaipur,3.9,50,200,"Mughlai,North Indian",Udaipur
The london shakes & cafe,Udaipur,4.3,100,400,"Continental,Beverages",Udaipur
Dil Punjabi Dhaba,Udaipur,3.7,1000,200,"North Indian,Punjabi",Udaipur
Jogmaya Food Corner,Udaipur,4.1,100,150,"Snacks,Sweets",Udaipur
laziz Pizza,Udaipur,3.1,100,400,"Pizzas,Italian",Udaipur
Aravindham Udaipur - Authentic South Indian Vegetarian Restaurant,Udaipur,4.2,100,300,"South Indian,Desserts",Udaipur
TIKKA N TALK,Udaipur,3.6,50,200,Indian,Udaipur
The Clapboard Desserts (TCD),Udaipur,4.3,100,300,"Pizzas,Fast Food",Udaipur
Ludhiana Punjabi Dhaba,Udaipur,3.5,100,150,North Indian,Udaipur
Natraj Dining Hall & Restaurant,Udaipur,4.1,100,400,North Indian,Udaipur
On the Way...,Udaipur,3.7,100,200,"Chinese,North Indian",Udaipur
De Pizzeria,Udaipur,3.4,100,250,"Beverages,Pizzas",Udaipur
De Pizzeria ( University Road ),Udaipur,3.3,50,250,"Beverages,Fast Food",Udaipur
Biryani By Kilo,Udaipur,4.1,100,600,"Biryani,Mughlai",Udaipur
Khalsa Pure Veg,Udaipur,3.8,100,400,North Indian,Udaipur
Daya Nashta & Fast Food,Udaipur,3.9,100,100,"Snacks,Chinese",Udaipur
CHARLIE BAKERY & FAST FOOD,Udaipur,3.4,50,300,Bakery,Udaipur
Navds yummy cafe (NYC PIZZA),Udaipur,4.0,50,250,North Indian,Udaipur
ROYAL PUNJABI (PURE VEG),Udaipur,3.6,500,200,"North Indian,Thalis",Udaipur
Nageshwari restaurant,Udaipur,3.8,50,300,North Indian,Udaipur
Nawab's Kitchen,Udaipur,3.8,50,150,"Biryani,Thalis",Udaipur
Anjali Dining Hall & Restaurant,Udaipur,2.9,50,200,North Indian,Udaipur
The MINI PUNJAB,Udaipur,4.0,500,200,North Indian,Udaipur
China Town,Udaipur,4.2,100,300,"North Indian,Chinese",Udaipur
Oye Punjabi Dhaba,Udaipur,2.9,50,300,North Indian,Udaipur
Pastry House - Cakes and More,Udaipur,3.8,100,200,Desserts,Udaipur
Social Diaries Cafe & Restro,Udaipur,3.8,100,200,"Chinese,Continental",Udaipur
Gurukripa restaurant,Udaipur,3.6,50,350,North Indian,Udaipur
Pizza Burst,Udaipur,3.0,50,300,"Pizzas,Continental",Udaipur
Chinese Town -A Unit Of Royal Punjabi,Udaipur,3.3,50,250,Chinese,Udaipur
Biryani plate,Udaipur,4.1,50,300,Biryani,Udaipur
Dil Punjabi 3,Udaipur,3.8,100,200,"Pizzas,Continental",Udaipur
Mr & Mrs Idly,Udaipur,4.1,1000,200,"South Indian,North Indian",Udaipur
Singh Punjabi Dhaba,Udaipur,3.5,100,150,"North Indian,Punjabi",Udaipur
Mann Chicken Center,Udaipur,3.8,50,300,"Mughlai,Indian",Udaipur
Panchmukhi Restaurant,Udaipur,3.8,1000,250,"North Indian,Thalis",Udaipur
South Indian Dhaba,Udaipur,4.1,100,200,"North Indian,Ice Cream",Udaipur
Indian Sandwich & Pizza Center,Udaipur,4.1,100,200,Fast Food,Udaipur
Punjabi Tadkaa,Udaipur,3.4,50,400,North Indian,Udaipur
Kaka sweets & cafe,Udaipur,3.8,50,200,"Sweets,Desserts",Udaipur
La Pino'z Pizza,Udaipur,4.1,100,350,Italian,Udaipur
Samosa Tapri,Udaipur,4.2,50,100,"Street Food,Snacks",Udaipur
Ran Banjara Dhaba,Udaipur,4.0,100,200,"North Indian,Thalis",Udaipur
Ulu veg & non veg,Udaipur,3.3,50,400,"North Indian,Mughlai",Udaipur
Kaka's Paratha,Udaipur,4.1,500,200,"North Indian,Thalis",Udaipur
Makkhan Kitchens,Udaipur,3.8,100,200,"North Indian,Chinese",Udaipur
Makkhan Mini Meals,Udaipur,3.7,100,200,"North Indian,Thalis",Udaipur
MITHAS (Agrawal Sweets),Udaipur,3.8,100,250,"Sweets,Desserts",Udaipur
Royal Handi,Udaipur,3.8,100,250,"North Indian,Thalis",Udaipur
Curry Rice Bowl,Udaipur,3.9,100,250,"Chinese,Indian",Udaipur
Brajwasi Caterers & Restraurant,Udaipur,3.4,50,200,"North Indian,Pizzas",Udaipur
Daya Restaurant And Dining Hall (Hiran Magri),Udaipur,3.7,100,400,North Indian,Udaipur
Tathastu Restaurant,Udaipur,3.7,50,300,Indian,Udaipur
Punjabi Dhaba,Udaipur,3.3,100,150,"Indian,Chinese",Udaipur
Have A Nice Day,Udaipur,3.8,50,200,"Fast Food,American",Udaipur
BleSingh's Cafe And Restaurant,Udaipur,3.5,100,250,"Pizzas,North Indian",Udaipur
The Delicious Pizza,Udaipur,3.3,50,300,North Indian,Udaipur
Umiya Chinese and South Indian,Udaipur,2.3,50,200,"South Indian,Chinese",Udaipur
Meenakshi Restaurant,Udaipur,3.8,50,150,"North Indian,Continental",Udaipur
The Biryani Republic,Udaipur,3.8,50,400,"Biryani,North Indian",Udaipur
Green House,Udaipur,3.6,100,200,"Indian,North Indian",Udaipur
ROTI RASOI,Udaipur,4.0,50,200,"Indian,Fast Food",Udaipur
Wrapstick,Udaipur,4.2,100,400,Continental,Udaipur
Sher E Punjab,Udaipur,3.6,50,500,North Indian,Udaipur
Payal Raj Restaurant,Udaipur,2.7,50,200,"Chinese,Rajasthani",Udaipur
GHAR KA KHANA,Udaipur,4.2,100,200,Indian,Udaipur
New Famous Restaurant,Udgir,3.7,100,500,"North Indian,Mughlai",Udgir
Sadhana Pure Veg Banquet Hall,Udgir,4.2,100,149,"North Indian,South Indian",Udgir
RB Cafe,Udgir,3.2,50,250,Chinese,Udgir
Laziz Pizza,Udgir,3.9,50,200,"Italian,Beverages",Udgir
Hotel Naivedyam Pure Veg Family Restaurant,Udgir,3.7,100,350,"North Indian,Chinese",Udgir
Fantasy Chinese Chaska,Ujjain,3.7,100,250,"North Indian,Chinese",Ujjain
Apna Sweets,Ujjain,4.1,5000,400,"Sweets,North Indian",Ujjain
Kastoor's Restaurant (Karachi Restaurant),Ujjain,3.8,100,250,"North Indian,Chinese",Ujjain
Howzatt! Cafe,Ujjain,3.6,500,250,"Pizzas,Italian",Ujjain
Time Headquarters,Ujjain,3.6,100,150,"Chinese,Desserts",Ujjain
Sahyog Kitchen & Restaurant,Ujjain,4.2,100,500,North Indian,Ujjain
Kanha sandwich,Ujjain,3.6,100,200,Fast Food,Ujjain
Indian Zayka- Veg Non veg Restaurant,Ujjain,3.8,50,200,"Indian,Tandoor",Ujjain
Lucky Restaurant,Ujjain,3.1,100,400,"North Indian,Indian",Ujjain
Sports Coffee Bar- Nijatpura,Ujjain,3.7,50,250,Pizzas,Ujjain
New Rajkumar Restaurant (Madhav Nagar),Ujjain,4.2,100,600,"Indian,Snacks",Ujjain
Hotel Albaik,Ujjain,3.7,100,400,"Indian,Chinese",Ujjain
Sagar Family Veg Restaurant,Ujjain,3.8,100,600,"North Indian,Thalis",Ujjain
The Chicken Company,Ujjain,3.6,100,300,Chinese,Ujjain
Rajkumar Delite Original (Durga Plaza),Ujjain,4.0,100,250,"North Indian,Thalis",Ujjain
Shree Ganga,Ujjain,4.0,500,250,"South Indian,Chinese",Ujjain
Online Khana,Ujjain,3.4,100,250,"Chinese,Fast Food",Ujjain
LADDU BAFLA Hotel Sai Palace,Ujjain,3.8,50,180,"North Indian,Thalis",Ujjain
Hashtag Cafe,Ujjain,3.7,50,300,"Pizzas,Italian",Ujjain
Fire & Ice,Ujjain,4.0,50,200,North Indian,Ujjain
Magick Oven Bakers & Cafe,Ujjain,3.9,100,300,Desserts,Ujjain
THE CRISPS,Ujjain,4.3,50,200,"Fast Food,Snacks",Ujjain
Pizza Hut,Ujjain,3.7,100,350,Pizzas,Ujjain
Sangeeta's Home Kitchen,Ujjain,4.1,100,250,Indian,Ujjain
Domino's Pizza,Ujjain,4.6,50,400,Pizzas,Ujjain
Baskin Robbins,Ujjain,4.4,50,250,"Desserts,Ice Cream",Ujjain
Shree Annapurna Tiffin Center,Ujjain,3.9,50,200,North Indian,Ujjain
Alishan Biryani,Uluberia,3.6,100,100,"Biryani,Mughlai",Uluberia
Hotel Sheetal,Uluberia,3.8,50,120,"Indian,Chinese",Uluberia
Aahar E Darbar,Uluberia,3.8,100,200,"Indian,Chinese",Uluberia
Spice Craft,Uluberia,4.1,100,200,"North Indian,Chinese",Uluberia
Aabar Khabo,Uluberia,4.0,100,200,"Indian,Chinese",Uluberia
MANPASAND BIRYANI HOUSE,Uran-islampur,4.2,50,300,"Biryani,Tandoor",Uran-islampur
HOTEL MIDLAND,Uran-islampur,4.7,100,300,Maharashtrian,Uran-islampur
ZAIKA DINING & RESTAURANT,Uran-islampur,4.2,50,300,"Biryani,Maharashtrian",Uran-islampur
HOTEL SEASONS,Uran-islampur,4.5,100,200,"Maharashtrian,Punjabi",Uran-islampur
Alif Peri Peri,"Akota,Vadodara",3.7,100,250,"Tandoor,Indian",Vadodara
Eggxotica,"Akota,Vadodara",3.9,100,350,"Indian,Pizzas",Vadodara
Shagun Hotel,"Akota,Vadodara",4.0,100,400,"North Indian,Thalis",Vadodara
The Pizza Box,"Akota,Vadodara",4.2,50,600,Pizzas,Vadodara
Mainland China,"Akota,Vadodara",4.3,50,900,"Chinese,Oriental",Vadodara
Burger King,"Akota,Vadodara",4.0,1000,350,"American,Fast Food",Vadodara
21- A Rooftop Restaurant,"Akota,Vadodara",3.8,500,350,"North Indian,Chinese",Vadodara
Thali Central,"Akota,Vadodara",3.4,100,250,"Thalis,Fast Food",Vadodara
Amritsari Zaika,"Akota,Vadodara",4.0,50,200,"North Indian,Chinese",Vadodara
Natural Juice,"Akota,Vadodara",3.8,100,170,Beverages,Vadodara
Pearl Restaurant,"Akota,Vadodara",4.1,100,200,Indian,Vadodara
Maji Sainik Omlet Centre,"Akota,Vadodara",4.0,100,200,"Fast Food,Snacks",Vadodara
Natural Ice Cream,"Akota,Vadodara",4.8,50,200,Ice Cream,Vadodara
Jashn-E-Paratha,"Akota,Vadodara",4.1,100,250,Indian,Vadodara
Wok My Way,"Akota,Vadodara",3.8,50,300,"Chinese,Tibetan",Vadodara
Subway,"Akota,Vadodara",4.0,100,350,"Fast Food,Healthy Food",Vadodara
Apsara Ice Creams,"Akota,Vadodara",4.4,100,150,"Ice Cream,Desserts",Vadodara
Jagdish Foods Pvt Ltd,"Akota,Vadodara",4.4,1000,200,"Snacks,Desserts",Vadodara
Chhappanbhog Restaurant & Banquets,"Akota,Vadodara",3.9,50,250,"North Indian,Gujarati",Vadodara
Vadilal Scoop Shop,"Akota,Vadodara",4.5,500,300,"Ice Cream,Desserts",Vadodara
Lucky Chinese And Shawarma,"Akota,Vadodara",3.8,50,250,"Arabian,Chinese",Vadodara
Honest,"Akota,Vadodara",4.0,1000,250,"Indian,Chinese",Vadodara
White potato ( Pure Veg,"Akota,Vadodara",4.1,50,300,"South Indian,Chinese",Vadodara
Maji & Sons Omlet,"Akota,Vadodara",4.0,100,200,"Snacks,Indian",Vadodara
New Alka Restaurant,"Akota,Vadodara",4.0,100,300,"North Indian,South Indian",Vadodara
Pavanputra Ice Cream,"Akota,Vadodara",4.5,100,100,"Desserts,Beverages",Vadodara
Yaadgar Omlet,"Akota,Vadodara",4.2,100,250,"Indian,Street Food",Vadodara
Goodies,"Akota,Vadodara",3.7,100,300,"Chinese,North Indian",Vadodara
Panditji Paratha House,"Akota,Vadodara",4.2,100,200,Indian,Vadodara
Saladify,"Akota,Vadodara",3.9,50,600,Salads,Vadodara
Yo Frankie (Pure Veg),"Akota,Vadodara",4.3,50,100,"Beverages,Snacks",Vadodara
Flavor Restaurant,"Akota,Vadodara",4.3,100,100,North Indian,Vadodara
K9 Eatery,"Akota,Vadodara",3.3,50,150,"Pizzas,Burgers",Vadodara
Pizza Hut,"Akota,Vadodara",3.9,100,800,Pizzas,Vadodara
Bistro Eleven,"Akota,Vadodara",4.1,50,200,"North Indian,Chinese",Vadodara
Yours Deliciously (Pizza & More),"Akota,Vadodara",3.9,100,300,"Pizzas,Chinese",Vadodara
Chakh Le India,"Akota,Vadodara",2.6,50,200,"North Indian,Thalis",Vadodara
Chhaswala - Vasna,"Akota,Vadodara",4.7,50,150,"Desserts,Beverages",Vadodara
Jagdish Farshan Pvt Ltd,"Akota,Vadodara",4.3,100,200,Snacks,Vadodara
Kansaar Gujarati Thali,"Akota,Vadodara",3.9,500,300,Gujarati,Vadodara
Cafe Coffee Day,"Akota,Vadodara",4.0,100,300,"Beverages,Snacks",Vadodara
Raju Punjabi Khana Race course wala,"Akota,Vadodara",3.8,50,350,North Indian,Vadodara
Lazzate Nayab,"Akota,Vadodara",3.7,100,300,"North Indian,Punjabi",Vadodara
Rajubhai Chole Kulcha,"Akota,Vadodara",4.1,1000,200,"North Indian,Punjabi",Vadodara
Hungry Birds (Dum Biryani),"Akota,Vadodara",3.3,100,200,"Indian,Biryani",Vadodara
Miloo Ki Biryani ( Pure Veg ),"Akota,Vadodara",3.7,100,300,"Biryani,North Indian",Vadodara
Rolls Mania,"Akota,Vadodara",4.2,100,200,North Indian,Vadodara
Chicken Mamna Center,"Akota,Vadodara",3.9,1000,150,North Indian,Vadodara
Once More Bombay Sandwich,"Akota,Vadodara",4.0,100,200,"Snacks,Fast Food",Vadodara
Bhai Bhai Dabeli,"Akota,Vadodara",3.9,1000,200,Snacks,Vadodara
Gourmet Restaurant,"Akota,Vadodara",3.8,50,400,"Chinese,Indian",Vadodara
Ustaad Miyaan,"Akota,Vadodara",3.9,100,500,"North Indian,Lucknowi",Vadodara
Wok On Fire,"Akota,Vadodara",4.2,100,400,"Chinese,Thai",Vadodara
The Wrap Co.,"Akota,Vadodara",3.9,100,300,"Fast Food,Desserts",Vadodara
Vibes - The Bistro,"Akota,Vadodara",4.4,50,700,"Continental,Mexican",Vadodara
The Dhaba,"Akota,Vadodara",4.3,100,500,North Indian,Vadodara
1944 The Hocco Kitchen,"Akota,Vadodara",4.0,100,400,"Indian,Chinese",Vadodara
Rajasthan Kulfi & FastFood,"Akota,Vadodara",3.4,50,200,Ice Cream,Vadodara
Jassi De Parathe,"Akota,Vadodara",4.4,500,500,North Indian,Vadodara
Starbucks Coffee,"Akota,Vadodara",4.3,100,400,"Beverages,Bakery",Vadodara
Shree Krishna Restaurant,"Akota,Vadodara",4.2,50,200,Sweets,Vadodara
KFC,"Akota,Vadodara",3.9,500,400,"American,Snacks",Vadodara
Oven Magick,"Akota,Vadodara",4.0,50,250,"Desserts,Pizzas",Vadodara
Jagdish Farsan And Sweets,"Akota,Vadodara",3.9,100,150,"Gujarati,Snacks",Vadodara
Delicacy Restaurant & Banquet,"Akota,Vadodara",3.8,50,500,"Indian,Chinese",Vadodara
McDonald's,"Akota,Vadodara",4.2,100,400,"Burgers,Beverages",Vadodara
Milton's South Corner,"Akota,Vadodara",3.8,50,300,South Indian,Vadodara
Tummy Fillers,"Akota,Vadodara",3.8,50,200,"Burgers,Pizzas",Vadodara
Wat-A-Burger! - India Ka Burger,"Akota,Vadodara",4.0,100,350,"Fast Food,Snacks",Vadodara
Santushti Shakes,"Akota,Vadodara",3.9,100,200,Desserts,Vadodara
Paras Pan House,"Akota,Vadodara",4.6,100,60,"Paan,Desserts",Vadodara
0265 Burgers & Pizzas,"Akota,Vadodara",4.7,50,350,Pizzas,Vadodara
Khakhi Dinning Hall,"Akota,Vadodara",3.8,50,200,"Gujarati,Rajasthani",Vadodara
Santushti Shakes & More,"Akota,Vadodara",4.3,50,250,"Beverages,Desserts",Vadodara
China Town,"Akota,Vadodara",3.4,500,150,Chinese,Vadodara
Amaya - Fern Residency Vadodara,"Akota,Vadodara",3.6,100,300,"North Indian,Chinese",Vadodara
Falafel Lovers,"Akota,Vadodara",4.3,50,500,"Lebanese,Pizzas",Vadodara
22nd Parallel (Alkapuri),"Akota,Vadodara",4.3,100,250,"South Indian,Snacks",Vadodara
Maji Sainik Egg Zone,"Akota,Vadodara",3.9,50,300,"North Indian,Snacks",Vadodara
Punjabistro,"Akota,Vadodara",3.2,50,200,"Punjabi,North Indian",Vadodara
Makhni Brothers,"Akota,Vadodara",3.7,100,300,"North Indian,Kebabs",Vadodara
Balubhai's Khaman,"Akota,Vadodara",4.4,50,150,"Fast Food,Snacks",Vadodara
U and Me Food Cafe,"Akota,Vadodara",4.2,50,200,"North Indian,South Indian",Vadodara
New Freeze Land,"Akota,Vadodara",4.1,100,200,"Cafe,American",Vadodara
Meals101,"Akota,Vadodara",3.9,500,300,"Asian,North Indian",Vadodara
Oven & Grill,"Akota,Vadodara",3.6,100,250,"Pizzas,Pastas",Vadodara
Raju Omlet Centre (ROC Express Delivery),"Akota,Vadodara",3.7,100,30,North Indian,Vadodara
Egg station,"Akota,Vadodara",3.9,100,200,"North Indian,Snacks",Vadodara
Harsiddhi farsan,"Akota,Vadodara",4.4,100,150,Snacks,Vadodara
Jay Mahakali Sev Usal ( Kirti Stambhwala),"Akota,Vadodara",4.4,100,150,Snacks,Vadodara
Dangee Dums,"Akota,Vadodara",4.1,50,350,"Desserts,Ice Cream",Vadodara
Govindas Restaurant (ISKCON),"Akota,Vadodara",4.5,100,100,"Thalis,Gujarati",Vadodara
Our Favourites,"Akota,Vadodara",4.2,50,200,"Fast Food,Burgers",Vadodara
Pirates Of Paneer,"Vadiwadi,Vadodara",4.0,100,400,"North Indian,Indian",Vadodara
Manmohan Samosa,"Vadiwadi,Vadodara",4.1,100,150,"Fast Food,Snacks",Vadodara
Pizza Village,"Vadiwadi,Vadodara",4.7,100,400,Italian,Vadodara
KFC,"Vadiwadi,Vadodara",4.1,100,400,"American,Snacks",Vadodara
The Baker's Dozen,"Vadiwadi,Vadodara",4.4,50,300,"Bakery,Desserts",Vadodara
China Town Chinese Food,"Vadiwadi,Vadodara",4.0,100,300,Chinese,Vadodara
Gamthi Kathiyawadi,"Vadiwadi,Vadodara",3.8,1000,200,"Gujarati,North Indian",Vadodara
Barbeque Nation,"Vadiwadi,Vadodara",3.8,100,600,"North Indian,Barbecue",Vadodara
Mirch Masala,"Vadiwadi,Vadodara",4.0,50,400,"North Indian,Desserts",Vadodara
Subway,"Vadiwadi,Vadodara",3.5,100,350,"Healthy Food,Salads",Vadodara
Chatako Panipuri  Cash 'n' Carry Fast Food,"Vadiwadi,Vadodara",3.9,50,200,Chaat,Vadodara
Taste of Bombay Sandwich,"Vadiwadi,Vadodara",4.2,1000,200,Fast Food,Vadodara
The Billion Waffles,"Vadiwadi,Vadodara",4.6,100,200,"Desserts,Beverages",Vadodara
The Biryani Life,"Vadiwadi,Vadodara",3.6,50,200,"Biryani,Hyderabadi",Vadodara
Hotel Sudha,"Vadiwadi,Vadodara",4.4,100,200,South Indian,Vadodara
Nylon Pav Bhaji,"Vadiwadi,Vadodara",4.5,50,300,"Fast Food,Snacks",Vadodara
Burger King,"Vadiwadi,Vadodara",4.2,1000,350,American,Vadodara
Keventers - Milkshakes and Desserts,"Vadiwadi,Vadodara",4.3,100,300,"Beverages,Ice Cream",Vadodara
Jashan,"Vadiwadi,Vadodara",4.1,100,600,"North Indian,Awadhi",Vadodara
Khichdi Etc,"Vadiwadi,Vadodara",4.2,100,400,North Indian,Vadodara
Kabab Mistri,"Vadiwadi,Vadodara",3.9,100,350,North Indian,Vadodara
Cash n Carry's Red Chilli Dabeli And Vadapav,"Vadiwadi,Vadodara",4.4,50,200,"Fast Food,Indian",Vadodara
Santosh Pav Bhaji,"Vadiwadi,Vadodara",4.1,100,250,"Street Food,Snacks",Vadodara
Kareem's  Kitchen,"Vadiwadi,Vadodara",3.9,100,500,"North Indian,Biryani",Vadodara
Raju Panjabi Khana,"Vadiwadi,Vadodara",3.6,1000,200,North Indian,Vadodara
The Belgian Waffle Co.,"Vadiwadi,Vadodara",4.7,100,200,"Desserts,Beverages",Vadodara
LunchBox - Meals and Thalis,"Vadiwadi,Vadodara",3.7,100,200,"North Indian,Punjabi",Vadodara
Behrouz Biryani,"Vadiwadi,Vadodara",4.1,100,500,"Biryani,Mughlai",Vadodara
Faasos - Wraps & Rolls,"Vadiwadi,Vadodara",4.1,500,200,"Fast Food,Snacks",Vadodara
Gwalia Sweets & Fast Food,"Vadiwadi,Vadodara",4.2,100,250,Indian,Vadodara
Sweet Truth - Cake and Desserts,"Vadiwadi,Vadodara",4.2,100,450,"Bakery,Desserts",Vadodara
UBQ by Barbeque Nation,"Vadiwadi,Vadodara",3.9,100,300,"North Indian,Barbecue",Vadodara
Ajmeri chicken shawarma,"Vadiwadi,Vadodara",4.4,50,250,"Chinese,Desserts",Vadodara
Shakti - The Sandwich Shop,"Vadiwadi,Vadodara",4.2,500,250,"Snacks,Beverages",Vadodara
Pizza Land,"Vadiwadi,Vadodara",4.5,100,450,"Italian,Pizzas",Vadodara
Hungry Birds Express,"Vadiwadi,Vadodara",3.7,100,200,"Indian,Chinese",Vadodara
Jalaram Khichdi,"Vadiwadi,Vadodara",4.0,100,150,Indian,Vadodara
Pizza Hut,"Vadiwadi,Vadodara",4.0,100,600,Pizzas,Vadodara
New Alka Restaurant,"Vadiwadi,Vadodara",4.0,50,250,"South Indian,Punjabi",Vadodara
Oven Story Pizza,"Vadiwadi,Vadodara",3.9,100,400,Pizzas,Vadodara
Barbeque Pizza,"Vadiwadi,Vadodara",4.5,100,350,Pizzas,Vadodara
The Good Bowl,"Vadiwadi,Vadodara",3.9,100,400,"North Indian,Punjabi",Vadodara
Saladific,"Vadiwadi,Vadodara",4.4,100,250,"Healthy Food,Beverages",Vadodara
Express	By	Ab'S,"Vadiwadi,Vadodara",3.7,100,400,"Biryani,North Indian",Vadodara
The Meal Box,"Vadiwadi,Vadodara",3.0,50,200,"Indian,Chinese",Vadodara
Shree Kheteshwar Sweets (Subhanpura),"Vadiwadi,Vadodara",4.0,100,200,"Sweets,Snacks",Vadodara
